Index,Percentage Difference (%),Matlab,Python
712,3.6743802650161116e-07,(0.113585378+0j),(0.11358537841735587+0j)
713,7.819090487757779e-08,(0.422092992+0j),(0.42209299233003833+0j)
714,3.151173085708982e-07,(0.156701557+0j),(0.15670155650620626+0j)
715,1.7943676797905315e-08,(0.176828197+0j),(0.1768281969682705+0j)
716,0.0,(1+0j),(1+0j)
717,0.0,(4+0j),(4+0j)
718,0.0,(5+0j),(5+0j)
719,0.0,(7+0j),(7+0j)
720,1.5794727180849944e-07,(0.151024008+0j),(0.1510240077614617+0j)
721,1.2392506191370424e-07,(0.253575529+0j),(0.2535755286857564+0j)
722,1.0455590273143875e-08,(0.900555065+0j),(0.9005550650941584+0j)
723,1.5681569019542438e-07,(0.222404131+0j),(0.22240413065123543+0j)
724,0.0,(1+0j),(1+0j)
725,0.0,(2+0j),(2+0j)
726,0.0,(5+0j),(5+0j)
727,0.0,(6+0j),(6+0j)
728,0.0,(7+0j),(7+0j)
729,2.6612858458018015e-07,(0.129623316+0j),(0.1296233156550353+0j)
730,3.286260804495635e-07,(0.138750944+0j),(0.1387509435440282+0j)
731,3.2020351598003316e-08,(0.14385491+0j),(0.14385491004606285+0j)
732,3.142600486504113e-08,(0.347096376+0j),(0.34709637589092146+0j)
733,1.3076376521695468e-08,(0.905053628+0j),(0.9050536278816518+0j)
734,0.0,(3+0j),(3+0j)
735,0.0,(6+0j),(6+0j)
736,4.079462581211733e-09,(1.133975516+0j),(1.1339755160462601+0j)
737,3.380667511531392e-07,(0.131362022+0j),(0.13136202155590868+0j)
738,0.0,(-590.795936+0j),(-590.795936+0j)
739,0.0,(-638.393265+0j),(-638.393265+0j)
740,0.0,(-406.4658479+0j),(-406.4658479+0j)
741,0.0,(-26.93242781+0j),(-26.93242781+0j)
742,0.0,(-0.840228751+0j),(-0.840228751+0j)
743,1.8948987755004173e-08,(-5.277327188+0j),(-5.277327189+0j)
744,0.0,(-16.60682843+0j),(-16.60682843+0j)
745,0.0,(-31.61412865+0j),(-31.61412865+0j)
746,4.335906472734906e-09,(8131.070606+0j),(8131.070605647445+0j)
747,2.8895345873323074e-09,(7667.236563+0j),(7667.236563221548+0j)
748,6.250333728002774e-09,(295.5863657+0j),(295.5863657184751+0j)
749,4.391676397596063e-09,(22.63622347+0j),(22.63622347099411+0j)
750,3.9803413049756795e-09,(9.331187806+0j),(9.331187805628588+0j)
751,0.0,0j,0j
752,0.0,0j,0j
753,0.0,0j,0j
754,3.724579466871079e-08,(1294.10008+0j),(1294.100079518002+0j)
755,8.881200469867016e-09,(1220.278599+0j),(1220.2785988916246+0j)
